Respondent_Serial,brand,OSAT,Food looks appetizing,Has food that tastes good,Has food I crave,Provides the right proportions of ingredients,Has a wide variety of menu options,Offers healthy/better-for-you menu options,Is making changes to improve their food,"Has a unique, distinctive approach that makes food better",Has a wide range of ingredients,Portions are the right size for my appetite,Has good environmental/sustainability practices,Is worth the price,Is something I can afford to eat regularly,Is competitively priced,Is a good value for the money,Has enticing promotional offers,Has a good loyalty program,Employees show care for my food/order,Provides fast service,Ordering is simple and easy,Employees are friendly and engaging,Level of visibility of my food being made,I’m able to make my order exactly how I would like it,Provides a consistent experience,Integrates technology into its ordering process,Food is easy to eat on-the-go,I can easily order for delivery to a location convenient to me,Food prep area is clean and organized,Restaurant is clean,Environment is warm and inviting,Decor is current and modern,Restaurant environment is designed for someone like me,Restaurant has curb appeal,Ingredients are fresh,Ingredients are high quality,Offers good quality meats,Offers good quality veggies and toppings,Uses freshly baked bread,They make me feel valued,Place I am happy to be seen
22649,Jimmy Johns,5,6,5,6,7,5,5,5,5,6,7,6,6,6,5,5,5,6,5,6,6,6,5,5,6,6,7,5,4,6,5,5,5,6,5,5,5,4,5,6,5
22650,Firehouse Subs,6,6,6,5,5,5,6,5,5,5,6,5,5,6,6,5,7,5,6,6,5,6,6,5,6,4,6,4,5,7,6,5,5,6,5,6,5,5,6,6,6
22650,Jersey Mikes,5,5,5,6,5,5,6,5,5,6,5,7,6,5,5,6,6,5,6,5,4,6,5,5,5,4,5,6,6,6,5,7,5,6,6,6,6,7,4,6,6
22651,Subway,5,6,6,6,7,5,6,5,6,5,6,6,5,6,6,6,5,5,6,5,5,6,5,5,5,5,5,5,6,6,5,5,5,5,6,6,6,5,5,5,6
22651,Panera,6,7,5,6,5,5,4,5,6,6,5,5,7,6,5,6,5,7,5,5,4,6,6,6,6,5,6,5,7,7,5,4,7,6,4,6,6,5,6,5,4
22653,Chipotle,5,5,6,5,6,6,4,5,4,5,6,6,5,6,4,7,5,5,6,6,5,4,5,6,5,7,6,5,5,5,5,5,5,6,5,6,6,5,5,5,5
22653,Firehouse Subs,5,6,5,3,7,7,4,6,5,7,6,5,3,5,5,4,6,6,5,5,7,5,5,5,5,4,6,5,5,4,6,6,6,5,5,5,7,4,6,5,6
22669,Chipotle,5,4,5,6,5,5,5,7,5,6,4,5,5,6,6,6,6,6,4,6,6,4,6,6,6,5,6,5,6,5,5,6,5,6,6,6,5,5,6,6,5
22669,Jimmy Johns,5,5,7,6,6,6,5,5,5,6,5,6,4,6,6,5,6,5,7,6,6,5,5,5,7,6,5,6,5,5,7,5,5,6,5,6,6,6,5,6,7
22671,Jimmy Johns,5,6,6,6,5,7,5,6,5,5,5,4,4,5,5,4,4,5,5,4,4,5,4,5,6,6,5,4,6,4,5,5,3,4,5,4,4,6,5,5,6
22671,Panera,4,5,6,5,3,5,5,6,5,6,5,5,4,4,6,4,5,6,6,5,7,4,5,4,6,6,6,5,7,5,5,4,3,6,5,4,6,6,4,6,5
22682,Chipotle,6,6,5,5,5,5,6,6,4,6,5,5,5,5,6,5,5,4,6,7,5,6,5,5,6,6,6,5,5,6,6,6,6,4,6,5,6,6,5,6,5
22682,Panera,6,5,6,6,6,5,6,5,7,5,6,5,5,6,6,5,6,6,6,6,5,5,5,5,5,6,7,6,5,7,6,5,6,5,5,4,6,6,5,6,6
22684,Firehouse Subs,6,6,4,5,6,4,6,5,5,5,4,6,5,5,6,6,6,5,5,6,6,5,6,4,4,5,5,5,4,6,6,5,6,6,6,6,5,5,4,4,5
22684,Jimmy Johns,6,6,5,4,4,7,6,5,4,6,6,5,6,6,4,5,6,5,5,5,6,6,5,4,6,5,6,5,5,5,6,5,6,6,5,6,5,5,6,6,6
22691,Jersey Mikes,4,5,6,6,6,5,5,4,5,4,5,5,6,4,4,6,4,5,5,6,5,5,5,5,4,6,6,6,5,7,5,5,4,5,3,5,4,4,7,4,5
22691,McDonalds,5,4,5,5,4,5,6,6,4,4,4,4,4,5,5,4,6,5,5,5,6,5,4,4,6,5,6,5,6,4,6,6,4,4,6,4,5,6,5,6,5
22692,Jersey Mikes,5,5,6,5,4,7,5,6,5,6,4,5,4,4,4,4,4,4,5,5,6,4,5,6,5,6,5,6,5,7,4,4,4,6,5,5,3,3,4,5,5
22692,McDonalds,5,7,5,4,4,5,4,5,4,5,5,5,6,7,5,5,4,4,5,5,4,6,5,4,5,4,4,5,5,5,6,4,6,4,6,5,5,6,5,4,4
22697,Subway,5,7,7,7,6,7,6,6,,6,6,6,,6,6,4,6,6,6,6,6,4,6,5,4,7,6,6,4,6,7,6,5,6,3,6,3,6,5,4,7
22697,Firehouse Subs,5,4,4,5,5,5,5,6,4,5,6,4,7,6,6,2,6,4,5,4,5,5,4,6,7,5,5,5,4,5,7,4,5,6,5,5,6,6,7,5,5
22698,Chipotle,3,5,4,5,7,3,6,5,5,6,6,4,4,5,6,7,6,5,4,6,5,6,6,7,5,7,5,4,7,5,6,6,4,5,6,7,5,6,7,5,2
22698,Firehouse Subs,4,6,6,6,6,6,6,5,4,6,2,6,6,5,3,4,7,6,3,5,6,5,4,4,5,5,6,5,5,6,5,6,5,6,5,7,6,4,4,6,6
22715,Subway,6,5,5,6,5,6,6,6,6,6,6,6,6,5,5,6,7,5,6,6,6,6,6,6,5,6,6,4,5,5,5,6,5,5,4,4,5,6,5,6,6
22715,Panera,6,7,5,6,6,6,6,5,4,4,6,6,5,6,5,5,6,6,5,5,5,6,5,4,6,7,5,5,4,6,6,6,6,4,4,5,7,5,5,5,7
22734,Subway,5,5,5,6,3,6,6,6,7,5,6,5,5,6,6,6,6,4,5,6,6,6,5,6,5,5,5,6,4,6,6,5,6,7,6,5,6,5,5,6,5
22734,Chipotle,5,7,6,6,5,6,6,4,6,5,6,6,5,5,6,6,6,5,6,6,5,5,6,5,6,5,7,6,4,6,6,5,5,5,5,5,5,7,6,7,5
22737,Jimmy Johns,6,6,6,6,6,5,6,5,5,5,6,4,6,4,6,6,7,6,5,5,6,6,5,4,6,6,6,6,5,5,6,5,4,7,6,5,6,6,6,6,6
22737,Panera,5,5,5,6,5,6,6,5,5,5,5,5,5,5,5,6,6,4,5,,6,5,6,5,5,6,7,5,5,5,7,5,7,6,5,5,6,6,3,6,4
22738,Chipotle,5,6,6,5,6,5,6,7,5,7,7,6,7,6,7,6,7,7,6,6,6,6,6,7,6,7,7,6,6,7,7,6,6,5,5,6,7,7,6,7,6
22738,Firehouse Subs,5,6,5,6,7,6,6,5,5,7,5,5,6,6,7,7,7,6,6,6,5,6,7,7,6,6,6,6,6,6,7,5,6,6,6,6,6,5,7,6,7
22745,Jersey Mikes,6,6,6,7,5,5,6,6,5,4,5,4,6,6,4,4,6,4,6,5,6,3,6,4,5,6,5,4,5,6,6,6,5,5,5,5,6,7,2,5,6
22745,McDonalds,6,7,6,5,5,3,5,5,5,6,4,6,6,6,5,5,5,5,3,4,,7,6,6,6,5,6,6,6,5,6,4,5,5,5,4,5,5,5,5,5
22750,Jimmy Johns,6,5,7,6,7,5,6,6,4,5,7,6,6,5,6,7,7,7,5,7,6,5,7,5,7,6,5,7,6,4,6,5,5,4,6,4,7,5,7,7,6
22750,McDonalds,6,5,5,6,5,7,6,4,6,5,5,4,5,6,4,4,6,5,3,4,6,6,5,5,4,7,5,5,7,7,6,6,4,6,6,5,5,4,5,5,6
22752,Chipotle,4,6,6,5,6,6,6,6,5,6,6,7,5,5,5,6,6,7,6,5,6,7,6,6,6,5,7,6,6,7,7,7,7,6,5,6,6,6,6,6,6
22752,McDonalds,5,6,6,6,5,7,6,6,6,6,6,6,6,7,6,6,5,6,7,5,7,7,7,7,7,7,7,6,5,5,5,6,5,6,6,6,7,6,6,5,6
22753,Firehouse Subs,4,6,5,6,5,6,5,4,6,6,5,6,5,7,5,5,5,5,7,4,6,5,5,6,6,7,4,5,5,5,5,6,6,5,6,4,6,5,7,5,6
22753,Jersey Mikes,6,5,6,7,5,5,5,7,6,6,5,6,7,7,6,7,5,7,6,7,6,6,5,5,5,5,5,7,5,5,6,4,6,5,6,7,7,6,7,5,5
22759,Chipotle,5,6,6,6,7,4,6,6,6,5,5,6,3,5,6,4,5,6,7,6,6,6,5,6,5,6,5,5,5,5,5,5,5,5,5,3,5,6,6,4,5
22759,Firehouse Subs,7,6,5,5,6,4,5,6,4,7,5,5,6,6,6,5,,6,5,4,6,6,6,6,5,5,5,6,5,6,4,7,4,4,5,6,6,6,5,5,6
22760,Chipotle,4,6,5,6,6,5,6,7,4,6,4,6,4,6,6,7,5,4,5,4,6,5,7,6,5,4,5,6,7,6,6,5,4,4,5,5,4,5,6,4,4
22760,Firehouse Subs,6,7,5,5,7,6,5,5,5,7,5,5,6,6,7,7,4,6,5,7,7,5,5,5,5,7,5,4,4,4,5,5,4,5,5,6,6,5,4,6,7
22761,Chipotle,5,5,7,6,5,5,6,6,7,5,5,4,7,7,6,7,6,6,6,6,6,6,7,6,7,5,6,5,7,6,6,7,5,6,7,5,6,6,5,6,6
22761,Firehouse Subs,6,6,6,7,6,6,6,6,5,7,4,6,7,4,5,5,7,6,6,4,6,4,4,4,6,4,7,6,4,7,7,6,6,7,5,6,7,6,6,5,5
22762,Jimmy Johns,6,5,5,4,6,7,4,2,6,6,4,5,5,6,7,6,6,6,5,6,5,6,6,5,6,5,5,3,5,6,5,5,5,6,6,6,6,5,6,7,6
22762,McDonalds,6,6,5,6,6,5,5,5,6,5,7,5,6,6,6,6,5,4,6,5,6,6,7,6,5,5,5,5,5,7,6,6,5,5,6,5,5,5,5,7,6
22765,Subway,4,6,7,7,6,5,5,5,7,7,6,6,5,6,5,7,6,5,5,6,5,5,6,7,6,7,7,5,5,7,6,6,7,6,7,7,7,5,5,7,5
22765,Firehouse Subs,4,6,5,4,7,7,7,4,7,7,6,7,6,6,7,7,7,5,7,5,4,6,5,6,6,7,6,5,6,7,6,7,5,6,7,7,5,5,7,7,4
22766,Jersey Mikes,4,4,5,5,5,5,5,6,2,6,4,5,5,6,5,4,5,5,4,5,4,5,6,4,5,3,4,5,4,4,6,5,5,5,5,6,5,5,7,5,5
22766,McDonalds,6,6,6,5,4,5,6,6,5,4,5,5,5,5,5,4,5,6,7,5,5,5,4,5,5,4,7,4,5,3,6,6,7,4,4,5,5,4,5,5,3
22767,Subway,6,5,6,6,6,6,5,5,5,5,7,7,6,6,6,7,7,7,5,6,5,6,5,7,7,5,5,5,7,5,7,6,6,7,7,5,6,7,7,5,7
22767,Jersey Mikes,3,5,7,6,6,7,5,5,6,6,7,6,6,7,7,7,6,7,4,5,7,7,5,7,7,4,6,7,7,4,7,5,5,6,7,5,7,6,6,7,4
22768,Jersey Mikes,6,7,5,7,4,6,7,4,6,6,6,7,6,5,7,7,5,5,7,4,6,7,5,7,6,7,7,5,4,7,7,5,7,6,6,7,7,5,6,7,6
22768,Panera,3,6,6,,7,7,6,7,5,5,5,7,6,6,7,5,7,5,6,6,5,7,5,5,7,7,5,7,6,7,6,7,6,5,7,5,6,7,5,5,6
22769,Subway,6,7,7,7,6,5,7,7,7,6,7,6,5,6,6,7,6,5,7,7,7,6,6,5,7,6,7,5,6,5,7,5,5,5,5,6,5,6,5,,5
22769,Panera,6,7,6,6,7,5,7,7,6,6,7,6,7,4,5,5,5,7,4,5,7,7,7,5,7,5,7,7,6,6,6,7,6,7,7,6,4,4,5,6,7
22770,Subway,6,5,5,7,5,5,5,7,6,7,6,7,7,6,5,,5,6,6,5,6,6,7,6,7,7,7,7,7,6,6,6,5,7,5,6,5,7,5,5,7
22770,Panera,6,5,7,5,6,6,7,7,5,7,6,7,7,6,7,5,7,7,7,6,7,6,5,6,5,7,5,4,4,4,7,6,7,6,6,7,5,6,7,7,4
22771,Jimmy Johns,5,5,6,5,5,5,4,6,5,4,6,4,4,5,7,4,3,4,5,4,4,3,5,4,6,6,6,4,5,3,7,4,4,4,5,4,4,5,6,6,4
22771,McDonalds,5,5,6,6,6,6,6,6,4,5,4,5,4,4,5,4,5,5,6,5,5,4,5,6,5,6,7,4,4,6,4,4,7,6,5,5,4,4,5,6,6
22772,Chipotle,4,6,5,4,5,6,5,5,6,4,5,5,5,5,5,6,5,5,5,6,7,4,5,4,4,5,3,6,6,5,6,4,2,6,5,7,5,5,4,5,4
22772,Jimmy Johns,7,5,4,5,4,5,6,5,7,5,5,6,6,6,5,4,5,5,5,5,6,7,5,6,6,6,7,5,4,,6,7,4,4,5,5,7,7,5,6,5
22784,Jersey Mikes,6,4,4,5,7,7,5,5,5,6,7,6,6,5,6,6,7,7,6,6,4,7,7,5,6,6,5,7,6,7,5,6,5,5,5,7,5,6,7,5,7
22784,Jimmy Johns,6,7,5,7,7,7,7,6,4,5,4,7,6,7,6,6,5,7,6,6,5,6,5,5,5,5,6,4,7,6,7,6,5,6,7,6,5,6,5,7,5
22787,Subway,4,5,4,,4,5,5,7,5,6,5,6,6,4,5,7,5,7,7,4,6,7,7,5,6,6,6,5,4,5,5,6,6,6,7,7,6,5,5,5,6
22787,Panera,3,6,5,4,6,7,5,4,6,6,7,6,5,6,5,7,3,5,4,5,6,4,4,7,5,5,4,6,4,4,5,4,4,7,4,3,5,6,5,6,4
22788,McDonalds,6,5,6,6,5,5,2,7,6,6,5,5,5,6,4,6,4,5,6,7,6,5,6,5,5,7,7,5,7,3,5,5,6,6,6,6,5,6,4,5,6
22788,Panera,5,5,6,6,7,7,6,5,3,4,6,5,7,6,5,4,5,5,4,4,3,6,5,3,5,5,5,6,4,6,6,4,5,6,4,6,5,5,6,4,5
22814,Chipotle,4,7,7,7,7,7,7,7,7,7,7,5,7,7,6,7,7,6,6,7,7,7,7,7,7,7,7,6,7,6,7,4,5,7,7,5,7,5,7,7,7
22814,McDonalds,7,7,7,7,6,6,7,7,7,6,,6,7,7,7,7,7,7,7,6,7,7,6,,7,7,7,7,7,6,7,7,6,7,7,7,6,7,7,7,7
22818,Subway,6,7,7,6,7,7,7,6,7,7,6,7,5,7,7,7,7,7,5,7,5,7,7,6,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7
22818,Jimmy Johns,5,6,4,6,6,7,5,6,7,6,6,6,6,5,6,6,6,6,6,5,5,5,6,7,6,6,5,4,4,7,5,5,5,4,6,6,5,6,5,6,6
22819,Jersey Mikes,5,6,6,7,5,5,6,6,6,4,6,5,6,7,5,6,6,4,5,6,6,5,6,6,6,5,5,6,6,6,4,5,4,6,6,6,7,7,5,5,6
22819,McDonalds,5,6,6,6,5,6,6,5,6,7,6,7,6,7,6,6,6,6,6,6,7,5,4,6,7,7,7,7,7,7,5,7,7,6,6,6,6,6,6,7,5
22820,Firehouse Subs,5,7,6,6,6,6,5,6,7,6,6,5,6,7,6,6,7,7,7,5,7,6,5,6,6,6,6,7,5,7,4,6,7,6,6,6,6,6,7,7,7
22820,Panera,5,5,5,6,5,6,6,6,7,6,5,5,6,6,5,6,6,6,4,6,4,5,6,6,6,6,5,4,4,6,7,6,6,5,6,5,6,6,7,5,7
22821,Subway,4,6,5,7,7,5,4,7,6,6,7,7,6,7,6,6,7,4,7,6,7,6,7,6,6,7,7,7,7,6,7,7,7,5,7,6,7,7,6,6,6
22821,Firehouse Subs,5,6,7,5,7,6,7,6,6,6,6,6,7,4,6,7,7,5,6,6,6,7,7,6,7,7,6,6,6,6,6,5,6,6,7,5,5,7,7,6,6
22822,Jimmy Johns,5,6,6,5,7,7,7,7,6,6,5,7,6,4,6,6,5,7,6,6,6,7,7,7,5,7,6,6,6,7,6,6,5,7,7,6,6,6,6,6,6
22822,Panera,6,7,6,5,6,6,6,6,,6,6,7,6,7,5,6,5,5,6,5,5,6,5,5,6,5,6,5,6,5,4,6,4,5,6,7,6,6,4,6,7
22823,Jersey Mikes,5,6,6,7,6,7,6,6,5,7,6,6,6,6,7,7,7,5,6,6,5,6,7,5,6,6,6,6,6,7,6,6,7,7,6,4,5,7,7,7,6
22823,Jimmy Johns,5,5,7,4,6,4,5,6,5,6,5,5,6,7,6,6,5,5,6,6,4,5,6,6,6,5,6,6,6,5,6,4,6,6,7,6,5,6,6,7,6
22852,Chipotle,7,6,7,7,5,7,5,6,7,7,6,6,7,6,6,7,7,7,7,7,7,7,6,7,7,7,7,7,6,5,6,7,7,7,7,7,7,7,4,6,7
22852,Firehouse Subs,2,7,7,6,3,6,5,5,3,5,3,6,4,4,6,7,7,5,6,6,3,3,6,6,7,5,5,5,6,4,7,3,4,6,3,4,7,3,5,4,7
22858,Chipotle,4,3,4,3,3,3,4,3,3,3,3,3,3,2,4,4,3,3,3,4,4,4,3,4,3,4,3,3,3,3,4,3,3,3,4,3,3,2,3,4,3
22858,Panera,3,3,4,3,2,4,3,3,4,3,3,2,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,5,4,3,4,3,4,2,4,4,3,3,3,2,3
22863,Subway,5,5,6,6,,5,7,6,7,5,7,5,6,7,6,5,7,6,5,7,5,6,6,6,6,5,6,5,6,5,5,6,7,7,5,5,7,6,6,5,6
22863,Jersey Mikes,6,4,5,7,6,6,7,6,6,6,6,6,7,6,5,6,5,5,5,5,5,7,6,5,5,5,5,6,6,6,7,5,6,6,5,7,7,6,7,7,6
22864,Jimmy Johns,6,5,5,5,4,5,5,4,4,6,6,4,5,4,5,4,5,4,5,5,6,5,5,4,5,5,5,5,4,6,5,5,6,5,6,5,4,4,6,6,5
22864,McDonalds,6,5,4,4,6,5,5,4,5,5,4,5,7,5,4,4,6,5,5,5,5,5,6,6,4,7,4,6,5,3,6,4,4,5,5,4,5,4,5,,4
22865,Jersey Mikes,6,6,5,6,6,6,7,6,5,5,6,6,4,6,7,4,5,6,5,7,5,6,5,4,7,6,6,4,6,6,6,6,7,5,7,7,5,6,7,5,5
22865,McDonalds,4,6,5,5,5,5,4,5,4,7,5,4,4,4,5,5,4,7,4,4,5,6,6,5,5,3,6,4,5,5,6,5,6,4,7,5,4,5,5,4,4
22866,Jimmy Johns,7,5,6,4,5,5,7,6,4,6,6,5,6,5,6,5,6,5,6,4,5,6,7,5,5,6,6,4,6,5,5,5,4,5,6,6,4,5,4,4,4
22866,McDonalds,4,4,4,5,5,5,4,5,5,4,5,5,5,4,5,6,3,6,4,5,5,4,7,5,6,5,6,4,5,5,5,4,6,6,5,5,6,6,6,6,7
22867,Subway,6,6,6,6,6,7,6,5,6,6,7,7,5,5,5,6,6,5,,6,7,7,5,5,7,5,7,5,5,7,7,6,5,6,6,6,5,5,5,6,6
22867,Firehouse Subs,6,5,5,6,4,5,7,4,5,5,,4,5,4,5,5,5,7,5,6,6,5,5,5,5,6,6,6,4,4,3,4,6,5,5,3,7,6,7,6,6
22898,Subway,5,7,7,4,7,5,7,6,7,7,6,6,6,7,5,6,6,,6,7,7,7,,7,7,7,7,7,7,7,7,7,6,7,7,3,7,5,7,7,5
22898,Chipotle,7,7,7,6,7,7,7,6,6,7,7,7,7,6,5,5,7,7,7,,7,6,7,7,7,7,7,6,7,7,6,7,7,7,7,7,7,7,7,6,5
22917,Subway,4,6,6,6,7,7,6,5,5,6,7,6,7,6,6,6,6,7,5,6,5,5,7,6,5,7,7,7,6,7,6,6,7,6,6,7,7,6,7,7,7
22917,Jersey Mikes,5,6,6,7,7,5,6,5,7,6,5,6,5,6,7,6,5,7,6,7,7,5,6,6,7,5,6,5,6,6,7,7,7,7,6,6,5,6,6,6,7
22918,Jersey Mikes,6,7,6,6,7,7,6,5,6,6,5,6,7,5,6,6,7,6,7,7,7,6,7,6,7,5,6,6,6,5,7,7,6,5,7,6,5,5,6,7,7
22918,Panera,4,6,6,6,5,7,6,6,7,6,7,7,7,6,5,7,5,6,7,6,7,7,7,7,7,6,7,6,7,5,6,5,6,7,7,6,6,5,7,6,6
22919,Firehouse Subs,4,7,6,6,6,6,7,6,7,6,5,6,5,6,7,5,7,7,6,6,6,7,7,7,5,6,6,6,6,6,7,6,5,6,7,7,7,7,6,5,7
22919,Panera,4,6,6,7,7,7,6,6,7,6,6,7,6,6,6,6,5,5,5,6,7,5,6,7,6,7,6,7,7,6,5,6,5,7,6,5,7,5,6,5,7
22920,Chipotle,4,7,7,5,5,5,6,6,5,6,7,5,6,7,7,5,7,6,7,6,7,6,6,7,6,7,7,7,7,6,6,6,6,7,6,6,7,6,7,6,6
22920,Panera,4,6,7,6,7,7,5,6,6,7,7,6,7,7,5,6,7,7,6,6,7,7,6,6,7,6,5,7,5,7,6,5,5,5,6,5,6,6,6,6,6
23028,Jimmy Johns,3,5,7,6,5,7,6,7,7,7,7,6,5,6,6,6,5,7,4,7,5,4,7,5,4,6,6,7,6,7,7,5,7,6,7,7,4,7,5,7,5
23028,McDonalds,6,7,7,6,4,5,7,4,7,7,5,2,6,5,7,4,6,7,6,7,3,7,7,7,5,6,5,7,6,6,6,7,7,5,6,7,7,6,6,5,5
23029,Firehouse Subs,6,5,5,6,7,6,5,7,7,6,5,7,6,7,7,5,6,6,5,7,6,7,7,5,7,7,6,6,6,5,4,3,4,5,7,7,6,7,5,7,7
23029,McDonalds,6,4,7,6,7,4,7,5,6,6,6,7,4,5,5,7,6,6,5,7,5,7,7,6,7,6,4,5,7,7,7,7,6,5,5,7,7,7,7,5,6
23030,Jimmy Johns,4,5,7,7,5,4,6,6,7,5,7,4,6,7,5,7,7,7,7,5,5,5,6,6,7,6,5,5,7,7,5,3,7,6,6,7,7,6,7,7,6
23030,McDonalds,4,6,5,5,5,5,6,7,6,6,7,5,6,7,4,7,7,7,6,7,5,7,7,7,5,6,7,6,5,7,4,7,5,6,7,7,4,6,7,7,4
23032,Firehouse Subs,3,7,5,7,7,6,7,2,5,6,6,6,7,7,4,6,7,7,5,5,6,6,7,4,5,6,7,5,7,7,7,6,6,6,3,7,7,6,7,5,5
23032,McDonalds,5,6,7,5,7,7,7,4,7,4,6,7,7,5,7,7,5,7,6,7,7,,6,6,7,5,5,7,4,7,2,6,6,6,7,5,6,7,5,5,6
23034,Jimmy Johns,5,6,6,6,6,7,6,6,5,6,5,5,6,5,7,6,5,4,7,6,6,6,6,6,6,6,6,3,5,5,5,5,4,6,6,6,5,6,6,6,5
23034,McDonalds,6,5,6,7,5,5,5,7,5,5,5,5,6,6,5,6,5,7,6,6,5,7,6,5,6,5,7,6,6,5,6,6,6,6,6,6,6,6,5,5,7
23035,Chipotle,5,6,7,6,5,6,6,6,6,5,6,5,4,5,3,7,6,4,6,5,4,7,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,5,6
23035,Jimmy Johns,6,6,5,5,6,6,6,5,7,5,6,5,5,5,6,6,7,5,5,5,6,7,7,5,6,6,5,5,6,6,7,6,6,6,5,5,6,7,6,6,5
23037,Chipotle,6,6,5,6,5,6,5,6,6,6,6,6,6,5,7,5,7,5,6,5,5,5,5,6,6,5,5,5,6,6,7,7,6,6,6,5,5,6,5,7,5
23037,Panera,5,6,6,5,5,3,7,5,5,6,5,6,6,5,6,6,6,6,6,6,6,6,5,6,6,7,4,6,5,6,6,7,5,5,6,6,5,6,4,6,6
23039,Jimmy Johns,5,4,7,3,7,6,6,6,5,7,5,6,6,5,5,6,6,6,5,6,4,5,5,7,5,7,7,6,6,6,6,6,5,6,6,6,6,7,6,6,6
23039,McDonalds,6,7,5,5,5,6,7,6,6,6,6,5,7,6,5,6,6,6,6,5,5,6,5,6,5,6,6,7,6,7,5,5,6,6,5,6,5,5,5,7,5
23042,Firehouse Subs,5,6,6,7,5,6,5,5,3,6,6,5,5,6,6,6,5,6,7,7,6,6,6,6,6,5,6,5,6,4,6,4,6,6,4,5,6,5,6,6,6
23042,Jimmy Johns,6,6,5,5,7,7,6,5,6,5,5,6,6,6,7,6,5,5,7,6,6,7,6,6,7,5,6,5,6,5,6,5,5,6,6,5,6,6,5,5,5
23043,Jimmy Johns,6,7,6,5,6,6,5,6,7,5,6,5,5,7,6,5,5,5,5,5,5,6,6,6,5,7,6,7,6,6,7,5,6,6,5,6,6,5,6,5,6
23043,McDonalds,5,6,6,5,6,5,7,6,3,7,6,7,5,5,5,5,5,4,4,6,6,6,6,6,6,6,6,6,5,6,6,4,5,6,5,6,6,6,6,6,6
23044,Jersey Mikes,5,7,6,5,6,5,5,4,6,6,6,4,5,6,6,7,6,6,6,5,6,6,6,6,5,5,6,7,5,6,3,5,6,6,6,5,6,5,6,6,6
23044,Panera,6,6,6,6,5,6,6,7,7,6,7,6,5,5,7,6,5,5,6,6,7,6,5,5,6,6,5,5,6,5,6,5,7,5,5,5,6,6,5,6,5
23045,Firehouse Subs,5,6,5,6,7,5,6,5,6,5,4,6,6,4,6,5,5,5,6,6,5,6,6,6,6,6,5,7,6,6,7,3,6,5,6,6,6,6,6,6,5
23045,Jersey Mikes,6,6,5,7,5,5,5,6,6,7,6,5,5,5,6,5,6,6,5,6,6,7,6,5,6,5,5,6,5,7,6,7,5,5,7,5,6,6,6,6,6
23046,Jimmy Johns,6,6,6,5,6,5,7,5,5,6,6,7,6,5,5,6,6,5,6,7,6,5,5,7,5,4,7,6,6,7,6,6,5,6,6,6,5,6,6,6,5
23046,Panera,5,6,6,6,6,6,7,6,5,5,6,5,6,6,7,6,6,5,6,5,6,5,5,6,7,6,6,6,6,7,6,6,6,7,5,7,6,6,7,5,5
23061,Chipotle,6,6,7,7,5,5,6,6,7,7,5,7,5,6,6,6,6,7,7,5,6,5,6,6,6,5,5,6,6,6,7,6,6,6,5,6,6,7,6,6,7
23061,Panera,6,7,6,6,6,6,5,6,6,6,7,7,7,6,7,7,6,7,6,6,7,6,7,6,6,5,6,6,5,6,6,6,6,7,7,,6,6,7,7,7
23062,Chipotle,6,7,6,6,7,7,6,5,5,7,,7,6,6,6,6,6,6,6,6,7,6,5,7,7,7,7,6,6,6,7,6,7,7,7,6,6,6,6,6,6
23062,Jersey Mikes,6,6,6,6,6,6,6,6,5,7,6,5,7,6,7,7,7,6,7,7,6,7,5,6,5,5,6,6,6,6,6,6,7,5,5,6,5,6,6,7,5
23063,Jersey Mikes,6,5,6,7,6,6,6,6,6,5,5,6,7,7,6,6,5,7,5,5,7,7,6,6,6,7,6,6,6,7,7,6,5,6,7,6,6,5,6,5,6
23063,Panera,6,6,7,7,6,,5,6,6,6,5,7,6,5,6,6,7,7,6,6,6,6,6,6,7,6,6,7,6,7,6,6,7,6,6,7,6,7,7,7,7
23064,Subway,6,7,7,6,6,7,6,7,5,6,7,6,,7,7,6,6,6,6,6,7,7,6,7,6,6,6,7,5,6,6,6,6,7,6,6,5,7,6,7,6
23064,Panera,6,6,6,6,7,7,6,6,7,5,5,5,6,7,6,6,6,6,6,7,7,6,7,5,5,5,6,6,7,7,6,5,6,6,5,6,5,7,6,6,6
23065,Jersey Mikes,6,7,6,6,7,6,6,7,,6,7,5,7,7,6,6,6,7,5,6,7,6,7,6,6,6,6,6,6,7,6,7,7,6,6,6,5,6,7,7,6
23065,Panera,6,5,5,6,5,6,6,7,6,6,6,6,6,5,7,6,6,6,6,6,6,6,7,7,7,7,6,6,6,5,5,5,7,6,7,7,6,5,5,6,7
23066,Subway,6,7,6,7,,7,6,5,6,6,6,7,6,6,7,7,7,6,6,6,6,5,7,6,6,6,7,7,7,6,6,6,6,7,6,7,7,5,6,6,6
23066,Jersey Mikes,6,7,6,6,5,7,6,5,6,7,5,6,6,7,5,6,7,6,6,6,7,6,5,7,6,6,6,6,7,7,5,6,6,6,7,5,5,6,6,5,6
23067,Subway,6,6,5,5,6,6,6,7,6,5,5,6,5,6,7,5,7,6,7,6,7,6,6,6,6,6,6,7,6,5,6,6,7,6,7,6,7,5,6,7,5
23067,Chipotle,6,7,6,6,6,7,6,6,6,6,7,7,7,7,6,6,5,6,7,5,6,6,6,6,6,,7,7,7,6,7,6,6,7,7,6,5,6,6,6,7
